Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
RNWK,"RealNetworks, Inc.",3.51,$131.85M,1997.0,Technology,EDP Services,https://www.nasdaq.com/symbol/rnwk,
RP,"RealPage, Inc.",58.65,$5B,2010.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/rp,
RETA,"Reata Pharmaceuticals, Inc.",27.53,,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/reta,
RCON,"Recon Technology, Ltd.",1.31,$23.95M,2009.0,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/rcon,
REPH,"Recro Pharma, Inc.",11.32,$220.72M,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/reph,
RRGB,"Red Robin Gourmet Burgers, Inc.",59.65,$773.75M,2002.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/rrgb,
RRR,"Red Rock Resorts, Inc.",32.73,$3.81B,2016.0,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/rrr,
RDVT,"Red Violet, Inc.",5.8,$59.55M,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/rdvt,
RDFN,Redfin Corporation,22.0,$1.82B,2017.0,Finance,Real Estate,https://www.nasdaq.com/symbol/rdfn,
RDHL,Redhill Biopharma Ltd.,4.98,$106.29M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rdhl,
REGN,"Regeneron Pharmaceuticals, Inc.",291.25,$31.41B,1991.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/regn,
RGNX,REGENXBIO Inc.,39.85,$1.27B,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/rgnx,
RGLS,Regulus Therapeutics Inc.,0.696,$72.61M,2012.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rgls,
REIS,"Reis, Inc",22.3,$258M,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/reis,
RBNC,"Reliant Bancorp, Inc.",23.4,$268.62M,,Finance,Major Banks,https://www.nasdaq.com/symbol/rbnc,
RELV,"Reliv&#39; International, Inc.",4.6,$8.49M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/relv,
MARK,"Remark Holdings, Inc.",6.52,$214.13M,,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/mark,
RNST,Renasant Corporation,45.71,$2.26B,,Finance,Major Banks,https://www.nasdaq.com/symbol/rnst,
REGI,"Renewable Energy Group, Inc.",13.2,$512.65M,2012.0,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/regi,
ABAC,"Renmin Tianli Group, Inc.",2.33,$18.6M,,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/abac,
RCII,Rent-A-Center Inc.,9.88,$527.73M,1995.0,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/rcii,
RGEN,Repligen Corporation,37.13,$1.62B,1986.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/rgen,
RBCAA,"Republic Bancorp, Inc.",43.57,$908.51M,1998.0,Finance,Major Banks,https://www.nasdaq.com/symbol/rbcaa,
FRBK,"Republic First Bancorp, Inc.",8.6,$490.35M,,Finance,Major Banks,https://www.nasdaq.com/symbol/frbk,
REFR,Research Frontiers Incorporated,0.9179999999999999,$22.07M,,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/refr,
RSLS,ReShape Lifesciences Inc.,0.45,$14.83M,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/rsls,
RESN,Resonant Inc.,4.25,$113.26M,2014.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/resn,
RECN,"Resources Connection, Inc.",15.65,$493.22M,2000.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/recn,
HAIR,"Restoration Robotics, Inc.",4.12,$119.67M,2017.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/hair,
TORC,"resTORbio, Inc.",9.59,$268.96M,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/torc,
ROIC,Retail Opportunity Investments Corp.,17.39,$1.96B,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/roic,
RETO,"ReTo Eco-Solutions, Inc.",5.39,$122.68M,2017.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/reto,
RTRX,"Retrophin, Inc.",23.67,$943.45M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rtrx,
RVNC,"Revance Therapeutics, Inc.",27.95,$1.03B,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rvnc,
RVEN,"Reven Housing REIT, Inc.",2.9099,$31.34M,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rven,
RVLT,"Revolution Lighting Technologies, Inc.",3.92,$87.64M,,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/rvlt,
RWLK,ReWalk Robotics Ltd,1.0553,$31.67M,2014.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/rwlk,
RFIL,"RF Industries, Ltd.",5.85,$52.5M,,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/rfil,
RGCO,RGC Resources Inc.,25.5,$185.52M,,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/rgco,
RYTM,"Rhythm Pharmaceuticals, Inc.",25.01,$682.38M,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rytm,
RBBN,Ribbon Communications Inc. ,5.885,$612.55M,,Technology,EDP Services,https://www.nasdaq.com/symbol/rbbn,
RIBT,RiceBran Technologies,1.575,$28.63M,,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/ribt,
RIBTW,RiceBran Technologies,0.1017,,,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/ribtw,
RELL,"Richardson Electronics, Ltd.",9.42,$121.83M,1983.0,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/rell,
RIGL,"Rigel Pharmaceuticals, Inc.",3.87,$570.32M,2000.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rigl,
RNET,"RigNet, Inc.",15.35,$282.45M,2010.0,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/rnet,
RMNI,"Rimini Street, Inc.",7.79,$462.81M,2015.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rmni,
RIOT,"Riot Blockchain, Inc",7.56,$101.43M,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/riot,
REDU,RISE Education Cayman Ltd,15.58,$856.9M,2017.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/redu,
RTTR,"Ritter Pharmaceuticals, Inc.",2.95,$14.57M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rttr,
RVSB,Riverview Bancorp Inc,9.17,$206.96M,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/rvsb,
RLJE,"RLJ Entertainment, Inc.",4.62,$67.29M,,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/rlje,
RMGN,RMG Networks Holding Corporation,1.1179999999999999,$12.47M,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rmgn,
RCKT,"Rocket Pharmaceuticals, Inc.",16.53,$651.32M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rckt,
RMTI,"Rockwell Medical, Inc.",5.31,$274.89M,1998.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/rmti,
RCKY,"Rocky Brands, Inc.",25.25,$187.02M,1993.0,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/rcky,
RMCF,"Rocky Mountain Chocolate Factory, Inc.",11.62,$68.6M,,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/rmcf,
ROKU,"Roku, Inc.",31.55,$3.15B,2017.0,Consumer Services,Television Services,https://www.nasdaq.com/symbol/roku,
ROSE,Rosehill Resources Inc.,7.63,$274.91M,2016.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rose,
ROSEU,Rosehill Resources Inc.,8.0099,,2016.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/roseu,
ROSEW,Rosehill Resources Inc.,0.9,,2016.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rosew,
ROSG,Rosetta Genomics Ltd.,0.43799999999999994,$2.6M,2007.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rosg,
ROST,"Ross Stores, Inc.",80.71,$30.56B,1985.0,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/rost,
RGLD,"Royal Gold, Inc.",88.63,$5.8B,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/rgld,
RPXC,RPX Corporation,10.41,$519.45M,2011.0,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/rpxc,
RTIX,"RTI Surgical, Inc.",4.25,$262.36M,2000.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/rtix,
RBCN,"Rubicon Technology, Inc.",7.25,$19.87M,2007.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/rbcn,
RMBL,"RumbleOn, Inc.",5.0,$64.64M,,Technology,EDP Services,https://www.nasdaq.com/symbol/rmbl,
RUSHA,"Rush Enterprises, Inc.",41.0,$1.6B,,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/rusha,
RUSHB,"Rush Enterprises, Inc.",39.45,$1.54B,,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/rushb,
RUTH,"Ruth&#39;s Hospitality Group, Inc.",28.55,$883.32M,2005.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/ruth,
RXII,RXi Pharmaceuticals Corporation,2.46,$10.47M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rxii,
RXIIW,RXi Pharmaceuticals Corporation,0.3083,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rxiiw,
RYAAY,Ryanair Holdings plc,113.2,$26.33B,1997.0,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/ryaay,
STBA,"S&T Bancorp, Inc.",43.04,$1.51B,,Finance,Major Banks,https://www.nasdaq.com/symbol/stba,
SANW,S&W Seed Company,3.7,,,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/sanw,
SCAC,Saban Capital Acquisition Corp.,10.0,$312.43M,2016.0,Finance,Business Services,https://www.nasdaq.com/symbol/scac,
SCACU,Saban Capital Acquisition Corp.,10.54,,2016.0,Finance,Business Services,https://www.nasdaq.com/symbol/scacu,
SCACW,Saban Capital Acquisition Corp.,1.15,,2016.0,Finance,Business Services,https://www.nasdaq.com/symbol/scacw,
SBRA,"Sabra Health Care REIT, Inc.",19.21,$3.42B,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sbra,
SBRAP,"Sabra Health Care REIT, Inc.",25.39,$145.99M,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sbrap,
SABR,Sabre Corporation,23.27,$6.76B,2014.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sabr,
SAEX,"SAExploration Holdings, Inc.",1.51,$22.53M,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/saex,
SAFT,"Safety Insurance Group, Inc.",79.65,$1.21B,2002.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/saft,
SAGE,"Sage Therapeutics, Inc.",148.38,$6.89B,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sage,
SAIA,"Saia, Inc.",70.3,$1.81B,,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/saia,
SALM,"Salem Media Group, Inc.",3.45,$90.28M,1999.0,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/salm,
SAL,"Salisbury Bancorp, Inc.",41.05,$114.39M,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sal,
SAFM,"Sanderson Farms, Inc.",112.57,$2.57B,1987.0,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/safm,
SASR,"Sandy Spring Bancorp, Inc.",40.48,$1.44B,,Finance,Major Banks,https://www.nasdaq.com/symbol/sasr,
SGMO,"Sangamo Therapeutics, Inc.",16.35,$1.66B,2000.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/sgmo,
SANM,Sanmina Corporation,29.9,$2.13B,1993.0,Technology,Electrical Products,https://www.nasdaq.com/symbol/sanm,
GCVRZ,Sanofi,0.452,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gcvrz,
SPNS,Sapiens International Corporation N.V.,8.8701,$441.55M,1992.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/spns,
SRPT,"Sarepta Therapeutics, Inc.",89.75,$5.88B,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/srpt,
SVRA,"Savara, Inc.",9.63,$294.72M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/svra,
SBFG,"SB Financial Group, Inc.",18.9,$122.53M,,Finance,Major Banks,https://www.nasdaq.com/symbol/sbfg,
SBFGP,"SB Financial Group, Inc.",18.2,,,Finance,Major Banks,https://www.nasdaq.com/symbol/sbfgp,
SBBX,SB One Bancorp,30.55,$242.25M,,Finance,Major Banks,https://www.nasdaq.com/symbol/sbbx,
SBAC,SBA Communications Corporation,159.14,$18.54B,1999.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sbac,
SCSC,"ScanSource, Inc.",34.3,$877.1M,,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/scsc,
SMIT,"Schmitt Industries, Inc.",2.36,$9.43M,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/smit,
SCHN,"Schnitzer Steel Industries, Inc.",30.05,$814.55M,1993.0,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/schn,
SCHL,Scholastic Corporation,41.67,$1.45B,1992.0,Consumer Services,Books,https://www.nasdaq.com/symbol/schl,
SGMS,Scientific Games Corp,50.65,$4.6B,,Technology,EDP Services,https://www.nasdaq.com/symbol/sgms,
SCPH,scPharmaceuticals Inc.,11.92,$220.93M,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/scph,
SCYX,"SCYNEXIS, Inc.",1.17,$54.8M,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/scyx,
SEAC,"SeaChange International, Inc.",3.21,$114.32M,1996.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/seac,
SBCF,Seacoast Banking Corporation of Florida,27.54,$1.29B,,Finance,Major Banks,https://www.nasdaq.com/symbol/sbcf,
STX,Seagate Technology PLC,55.68,$15.98B,2002.0,Technology,Electronic Components,https://www.nasdaq.com/symbol/stx,
SHIP,Seanergy Maritime Holdings Corp,0.89,$34.03M,,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/ship,
SHIPW,Seanergy Maritime Holdings Corp,0.13,,,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/shipw,
SHLD,Sears Holdings Corporation,3.3,$356.26M,,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/shld,
SHLDW,Sears Holdings Corporation,0.35,,,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/shldw,
SHOS,"Sears Hometown and Outlet Stores, Inc.",1.85,$42M,,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/shos,
SPNE,SeaSpine Holdings Corporation,10.75,$156.28M,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/spne,
SGEN,"Seattle Genetics, Inc.",52.72,$8.34B,2001.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/sgen,
EYES,"Second Sight Medical Products, Inc.",1.65,$98.79M,2014.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/eyes,
EYESW,"Second Sight Medical Products, Inc.",0.69,,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/eyesw,
SECO,Secoo Holding Limited,10.34,$522.79M,2017.0,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/seco,
SCWX,SecureWorks Corp.,10.86,$888.05M,2016.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/scwx,
SNFCA,Security National Financial Corporation,5.45,$90.79M,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/snfca,
SEIC,SEI Investments Company,62.41,$9.87B,1981.0,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/seic,
SLCT,"Select Bancorp, Inc.",13.02,$182.46M,,Finance,Major Banks,https://www.nasdaq.com/symbol/slct,
SIR,Select Income REIT,19.9,$1.78B,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sir,
SELB,"Selecta Biosciences, Inc.",10.81,$241.6M,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/selb,
SIGI,"Selective Insurance Group, Inc.",55.15,$3.24B,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/sigi,
SLS,"SELLAS Life Sciences Group, Inc. ",5.65,$37.13M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sls,
LEDS,SemiLEDS Corporation,4.2,$14.89M,2010.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/leds,
SMTC,Semtech Corporation,41.5,$2.76B,,Technology,Semiconductors,https://www.nasdaq.com/symbol/smtc,
SENEA,Seneca Foods Corp.,27.5,$267.82M,,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/senea,
SENEB,Seneca Foods Corp.,28.8,$280.48M,,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/seneb,
SNES,"SenesTech, Inc.",0.45,$7.43M,2016.0,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/snes,
SNH,Senior Housing Properties Trust,16.04,$3.81B,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snh,
SNHNI,Senior Housing Properties Trust,24.1099,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snhni,
SNHNL,Senior Housing Properties Trust,25.31,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snhnl,
AIHS,Senmiao Technology Limited,7.96,$202.98M,2018.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/aihs,
SNMX,"Senomyx, Inc.",1.145,$55.31M,2004.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/snmx,
SRTS,"Sensus Healthcare, Inc.",6.86,$93.08M,2016.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/srts,
SRTSW,"Sensus Healthcare, Inc.",0.91,,2016.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/srtsw,
STNL,Sentinel Energy Services Inc.,9.7,$418.31M,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/stnl,
STNLU,Sentinel Energy Services Inc.,10.05,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/stnlu,
STNLW,Sentinel Energy Services Inc.,1.0,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/stnlw,
SQBG,"Sequential Brands Group, Inc.",1.81,$114.91M,,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/sqbg,
MCRB,"Seres Therapeutics, Inc.",8.02,$326M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mcrb,
SREV,"ServiceSource International, Inc.",3.83,$346.44M,2011.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/srev,
SFBS,"ServisFirst Bancshares, Inc.",41.93,$2.23B,2014.0,Finance,Major Banks,https://www.nasdaq.com/symbol/sfbs,
SSC,"Seven Stars Cloud Group, Inc.",2.79,$192.13M,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/ssc,
SVBI,Severn Bancorp Inc,7.55,$92.47M,,Finance,Major Banks,https://www.nasdaq.com/symbol/svbi,
SGBX,"SG Blocks, Inc.",4.49,$19.13M,2017.0,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/sgbx,
SGOC,"SGOCO Group, Ltd",1.13,$13.14M,2010.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/sgoc,
SEII,Sharing Economy International Inc.,3.56,$15.83M,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/seii,
SMED,Sharps Compliance Corp.,3.79,$60.95M,,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/smed,
SHSP,"SharpSpring, Inc.",6.98,$58.96M,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/shsp,
SHEN,Shenandoah Telecommunications Co,34.15,$1.69B,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/shen,
PIXY,"ShiftPixy, Inc.",2.42,$69.7M,2017.0,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/pixy,
SHLO,"Shiloh Industries, Inc.",8.27,$193.06M,1993.0,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/shlo,
TYHT,"Shineco, Inc.",1.57,$39.59M,2016.0,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/tyht,
SHPG,Shire plc,157.73,$48.03B,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/shpg,
SCVL,"Shoe Carnival, Inc.",23.94,$394.34M,1993.0,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/scvl,
SHBI,Shore Bancshares Inc,18.51,$235.74M,,Finance,Major Banks,https://www.nasdaq.com/symbol/shbi,
SSTI,"ShotSpotter, Inc.",29.66,$314.38M,2017.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ssti,
SFLY,"Shutterfly, Inc.",92.43,$3.06B,2006.0,Miscellaneous,Other Consumer Services,https://www.nasdaq.com/symbol/sfly,
SIFI,"SI Financial Group, Inc.",14.4,$176.29M,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sifi,
SIEB,Siebert Financial Corp.,9.68,$262.88M,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/sieb,
SNNA,"Sienna Biopharmaceuticals, Inc.",17.47,$362.2M,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snna,
SIEN,"Sientra, Inc.",15.97,$314.05M,2014.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/sien,
BSRR,Sierra Bancorp,27.95,$426.15M,,Finance,Major Banks,https://www.nasdaq.com/symbol/bsrr,
SRRA,"Sierra Oncology, Inc.",1.98,$147.14M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/srra,
SWIR,"Sierra Wireless, Inc.",17.15,$617.04M,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/swir,
SIFY,Sify Technologies Limited,1.97,$351.71M,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sify,
SIGA,SIGA Technologies Inc.,6.49,$512.96M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/siga,
SIGM,"Sigma Designs, Inc.",6.35,$251.3M,1986.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/sigm,
SGLB,"Sigma Labs, Inc.",1.182,$5.91M,,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/sglb,
SGLBW,"Sigma Labs, Inc.",0.5182,,,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/sglbw,
SGMA,"SigmaTron International, Inc.",6.61,$27.86M,1994.0,Technology,Electrical Products,https://www.nasdaq.com/symbol/sgma,
SBNY,Signature Bank,128.25,$7.05B,2004.0,Finance,Major Banks,https://www.nasdaq.com/symbol/sbny,
SBNYW,Signature Bank,98.31,,,Finance,Major Banks,https://www.nasdaq.com/symbol/sbnyw,
SLGN,Silgan Holdings Inc.,27.2,$3.01B,1997.0,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/slgn,
SILC,Silicom Ltd,39.23,$296.17M,,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/silc,
SLAB,"Silicon Laboratories, Inc.",99.8,$4.31B,2000.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/slab,
SIMO,Silicon Motion Technology Corporation,45.36,$1.6B,2005.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/simo,
SAMG,Silvercrest Asset Management Group Inc.,15.55,$205.28M,2013.0,Finance,Investment Managers,https://www.nasdaq.com/symbol/samg,
SSNT,"SilverSun Technologies, Inc.",3.8,$17.08M,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ssnt,
SFNC,Simmons First National Corporation,30.05,$2.77B,,Finance,Major Banks,https://www.nasdaq.com/symbol/sfnc,
SLP,"Simulations Plus, Inc.",18.2,$315.33M,,Technology,EDP Services,https://www.nasdaq.com/symbol/slp,
SINA,Sina Corporation,94.13,$6.73B,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sina,
SBGI,"Sinclair Broadcast Group, Inc.",27.65,$2.83B,1995.0,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/sbgi,
SINO,"Sino-Global Shipping America, Ltd.",1.15,$14.3M,,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/sino,
SVA,"Sinovac Biotech, Ltd.",7.78,$443.61M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sva,
SIRI,Sirius XM Holdings Inc.,6.67,$29.87B,,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/siri,
SITO,"SITO Mobile, Ltd.",3.64,$91.42M,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/sito,
SKYS,"Sky Solar Holdings, Ltd.",1.08,$56.64M,2014.0,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/skys,
SKYW,"SkyWest, Inc.",56.75,$2.96B,1986.0,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/skyw,
SWKS,"Skyworks Solutions, Inc.",96.2,$17.52B,,Technology,Semiconductors,https://www.nasdaq.com/symbol/swks,
SNBR,Sleep Number Corporation,28.4,$1.05B,,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/snbr,
SLM,SLM Corporation,11.41,$4.97B,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/slm,
SLMBP,SLM Corporation,71.01,$284.04M,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/slmbp,
SGH,"SMART Global Holdings, Inc.",41.03,$907.01M,2017.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/sgh,
SND,"Smart Sand, Inc.",7.31,$299.25M,2016.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/snd,
SMBK,"SmartFinancial, Inc.",23.98,$269.39M,,Finance,Major Banks,https://www.nasdaq.com/symbol/smbk,
SMSI,"Smith Micro Software, Inc.",2.03,$37.02M,1995.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/smsi,
